코드,종목명,시장,시가총액
0057H0,PLUS 미국S&P500미국채혼합50액티브,ETF,704
0141S0,SOL 조선기자재,ETF,694
440640,ACE 단기채권알파액티브,ETF,685
475350,RISE 버크셔포트폴리오TOP10,ETF,684
486830,HANARO 머니마켓액티브,ETF,676
495940,RISE 미국AI테크액티브,ETF,667
401470,KODEX 메타버스액티브,ETF,667
0118S0,SOL 미국넥스트테크TOP10액티브,ETF,663
0132H0,KODEX 미국원자력SMR,ETF,663
445150,KODEX 친환경조선해운액티브,ETF,663
458750,TIGER 미국배당다우존스타겟커버드콜1호,ETF,662
491220,PLUS 200TR,ETF,662
0080X0,SOL 미국S&P500미국채혼합50,ETF,657
0021E0,ACE TDF2050액티브 적격,ETF,654
419890,KIWOOM 단기채권ESG액티브,ETF,651
438560,SOL 국고채3년,ETF,650
473640,HANARO 글로벌금채굴기업,ETF,649
381560,HANARO Fn전기&수소차,ETF,649
275980,TIGER 글로벌4차산업혁신기술(합성 H),ETF,641
0192M0,RISE 삼성전자단일종목레버리지,ETF,639
455660,ACE 미국하이일드액티브(H),ETF,638
0137V0,KIWOOM 미국S&P500모멘텀,ETF,638
261240,KODEX 미국달러선물,ETF,637
261070,TIGER 코스닥150바이오테크,ETF,631
176950,KODEX 국채선물10년인버스,ETF,628
0068M0,KODEX 미국S&P500버퍼6월액티브,ETF,627
428510,KODEX 차이나AI테크액티브,ETF,625
0123S0,HANARO 26-12 은행채(AA+이상)액티브,ETF,622
0008T0,SOL 화장품TOP3플러스,ETF,622
433880,PLUS TDF2060액티브 적격,ETF,621
455960,RISE 미국달러SOFR금리액티브(합성),ETF,615
114470,KIWOOM 국고채3년,ETF,610
453640,KODEX 미국S&P500헬스케어,ETF,610
0041D0,KODEX 미국AI소프트웨어TOP10,ETF,608
278620,PLUS 단기채권액티브,ETF,602
0197W0,SOL SK하이닉스단일종목레버리지,ETF,602
401170,RISE 메타버스,ETF,597
0020H0,KoAct 글로벌양자컴퓨팅액티브,ETF,592
140700,KODEX 보험,ETF,591
385590,ACE ESG액티브,ETF,589
256750,KODEX 차이나심천ChiNext(합성),ETF,586
123310,TIGER 인버스,ETF,584
150460,TIGER 중국소비테마,ETF,582
453950,TIGER TSMC파운드리밸류체인,ETF,582
0185L0,TIME 글로벌휴머노이드로봇산업액티브,ETF,581
0098Z0,FOCUS 200,ETF,581
456680,TIGER 차이나전기차레버리지(합성),ETF,576
494840,TIGER 미국방산TOP10,ETF,574
275300,KODEX 우량주,ETF,573
0172V0,1Q 은액티브,ETF,571
0086B0,TIGER 리츠부동산인프라TOP10액티브,ETF,562
488720,WON 종합채권(AA-이상)액티브,ETF,558
0046Y0,ACE 미국배당퀄리티,ETF,557
0139P0,ACE 고배당주,ETF,547
140950,파워 코스피100,ETF,547
360140,KODEX 200롱코스닥150숏선물,ETF,546
475070,KoAct 글로벌친환경전력인프라액티브,ETF,542
225040,TIGER 미국S&P500레버리지(합성 H),ETF,541
0067V0,TIGER 차이나글로벌리더스TOP3+,ETF,539
261220,KODEX WTI원유선물(H),ETF,539
218420,KODEX 미국S&P500에너지(합성),ETF,538
461340,HANARO 글로벌생성형AI액티브,ETF,537
473590,ACE 미국주식베스트셀러,ETF,535
448570,FOCUS AI코리아액티브,ETF,532
0036D0,TIME 미국배당다우존스액티브,ETF,531
0113P0,HK 머니마켓액티브,ETF,527
375770,KODEX 탄소효율그린뉴딜,ETF,524
200030,KODEX 미국S&P500산업재(합성),ETF,523
276990,KODEX 글로벌로봇(합성),ETF,516
442260,마이티 다이나믹퀀트액티브,ETF,514
472830,RISE 미국30년국채커버드콜(합성),ETF,508
0100K0,KODEX 방산TOP10레버리지,ETF,508
101280,KODEX 일본TOPIX100,ETF,508
475260,ACE 2월만기자동연장회사채AA-이상액티브,ETF,503
287180,PLUS 미국나스닥테크,ETF,500
400970,TIGER Fn메타버스,ETF,492
336160,RISE 금융채액티브,ETF,488
0007G0,PLUS 글로벌원자력밸류체인,ETF,483
447430,ACE 주주환원가치주액티브,ETF,482
305050,ACE 코스피,ETF,482
415920,PLUS 글로벌희토류&전략자원생산기업,ETF,480
295020,RISE 국채선물10년인버스,ETF,477
491830,TIGER 미국AI반도체팹리스,ETF,472
0178H0,IBK 미국AI TOP10국채혼합50,ETF,471
0189B0,TIGER 은액티브,ETF,469
371470,TIGER 차이나바이오테크SOLACTIVE,ETF,468
100910,KIWOOM KRX100,ETF,468
365000,TIGER 인터넷TOP10,ETF,466
487750,BNK 온디바이스AI,ETF,466
322410,HANARO K고배당,ETF,463
472840,IBK 200,ETF,460
452250,ACE 미국30년국채선물레버리지(합성 H),ETF,460
316670,KIWOOM 코스닥150,ETF,455
469790,KIWOOM 코리아테크TOP10,ETF,454
407830,에셋플러스 글로벌플랫폼액티브,ETF,453
475270,ACE 5월만기자동연장회사채AA-이상액티브,ETF,451
464470,PLUS 미국채30년액티브,ETF,449
147970,TIGER 모멘텀,ETF,449
217770,TIGER 원유선물인버스(H),ETF,444
465350,RISE 2차전지TOP10인버스(합성),ETF,444
453650,KODEX 미국S&P500금융,ETF,438
105780,RISE 5대그룹주,ETF,431
0197X0,SOL SK하이닉스선물단일종목인버스2X,ETF,431
139320,TIGER 금은선물(H),ETF,429
139280,TIGER 경기방어,ETF,429
104530,KIWOOM 코리아고배당,ETF,428
261140,TIGER 우선주,ETF,425
473490,KIWOOM 글로벌AI반도체,ETF,422
0154F0,WON 초대형IB&금융지주,ETF,420
174360,RISE 중국본토대형주CSI100,ETF,419
440650,ACE 미국달러단기채권액티브,ETF,419
437070,KODEX 아시아달러채권ESG플러스액티브,ETF,418
099140,KODEX 차이나H,ETF,417
449690,TIGER 한중반도체(합성),ETF,415
442560,RISE TDF2040액티브 적격,ETF,415
429760,PLUS 미국S&P500,ETF,415
0191M0,마이티 5월만기자동연장특수채(AAA)액티브,ETF,414
122260,KIWOOM 통안채1년,ETF,414
483420,ACE 애플밸류체인액티브,ETF,410
418670,TIGER 글로벌AI사이버보안,ETF,408
352540,KODEX 일본부동산리츠(H),ETF,405
292560,TIGER 일본엔선물,ETF,404
0083S0,1Q 미국메디컬AI,ETF,402
442090,에셋플러스 코리아대장장이액티브,ETF,402
196030,ACE 일본TOPIX레버리지(H),ETF,401
138910,KODEX 구리선물(H),ETF,400
459560,KODEX 테슬라밸류체인FactSet,ETF,400
322400,HANARO e커머스,ETF,399
450910,SOL 코스닥150,ETF,399
153270,KIWOOM 코스피100,ETF,399
476690,TIGER 글로벌비만치료제TOP2Plus,ETF,399
496770,PLUS 글로벌방산,ETF,394
474800,KIWOOM 미국원유에너지기업,ETF,390
261120,TIGER 미국달러선물인버스2X,ETF,388
275280,KODEX 모멘텀주,ETF,387
0023B0,PLUS 미국양자컴퓨팅TOP10,ETF,385
266360,KODEX K콘텐츠,ETF,385
498860,RISE 코리아금융고배당,ETF,383
464600,SOL 자동차소부장Fn,ETF,381
395170,KODEX Top10동일가중,ETF,377
494340,ACE 글로벌AI맞춤형반도체,ETF,375
385520,KODEX 자율주행액티브,ETF,375
0166N0,PLUS 코스닥150액티브,ETF,375
238720,ACE 일본Nikkei225(H),ETF,373
476070,KODEX 글로벌비만치료제TOP2 Plus,ETF,373
0112X0,마이티 200TR,ETF,370
419430,KODEX 차이나2차전지MSCI(합성),ETF,369
468630,KODEX iShares미국투자등급회사채액티브,ETF,368
192720,파워 고배당저변동성,ETF,367
261060,TIGER 코스닥150IT,ETF,367
0085N0,ACE 미국10년국채액티브(H),ETF,366
183700,RISE 200채권혼합50,ETF,365
252710,TIGER 200선물인버스2X,ETF,361
241390,RISE V&S셀렉트밸류채권혼합,ETF,357
446690,KODEX 아시아AI반도체exChina액티브,ETF,356
0155M0,ACE 미국SMR원자력TOP10,ETF,354
380340,ACE 코리아AI테크핵심산업,ETF,354
387270,TIGER 글로벌이노베이션액티브,ETF,354
156080,KODEX MSCI Korea,ETF,353
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),ETF,351
0155N0,HANARO K휴머노이드테마TOP10,ETF,350
395290,HANARO Fn K-POP&미디어,ETF,349
352560,KODEX 미국부동산리츠(H),ETF,348
0141T0,SOL 중기종합채권(AA-이상)액티브,ETF,348
0192T0,SOL 코스닥TOP10,ETF,344
0138T0,RISE 미국S&P500데일리고정커버드콜,ETF,340
276650,RISE 글로벌테크놀로지(합성 H),ETF,339
0013R0,RISE 테슬라미국채타겟커버드콜혼합(합성),ETF,338
489290,WON 미국빌리어네어,ETF,338
0177A0,WON 두산그룹포커스,ETF,337
0150K0,KoAct 수소전력ESS인프라액티브,ETF,335
450190,KODEX 한중반도체(합성),ETF,333
459750,RISE 글로벌주식분산액티브,ETF,333
195930,TIGER 유로스탁스50(합성 H),ETF,332
494410,PLUS 미국S&P500성장주,ETF,332
275290,KODEX 가치주,ETF,331
426150,WON 대한민국국고채액티브,ETF,330
491090,KODEX 미국테크TOP3플러스,ETF,329
414270,ACE 글로벌자율주행액티브,ETF,326
261250,KODEX 미국달러선물레버리지,ETF,326
0152E0,SOL 배당성향탑픽액티브,ETF,325
0204S0,TIGER 코스닥액티브,ETF,325
449780,KIWOOM 미국S&P500(H),ETF,325
245350,TIGER 유로스탁스배당30,ETF,324
459790,KIWOOM 미국성장기업30액티브,ETF,322
475380,RISE 글로벌리얼티인컴,ETF,319
145850,TREX 펀더멘탈 200,ETF,319
0065G0,KODEX 차이나테크TOP10,ETF,317
493420,SOL 미국배당다우존스2호,ETF,317
415760,SOL 차이나육성산업액티브(합성),ETF,317
139250,TIGER 200 에너지화학,ETF,316
282000,RISE 국고채3년선물인버스,ETF,315
415340,KODEX 차이나과창판STAR50(합성),ETF,313
245360,TIGER 차이나HSCEI,ETF,312
0107F0,KIWOOM 미국고배당&AI테크,ETF,310
496120,ACE 코리아밸류업,ETF,309
0190M0,KIWOOM 미국AI테크하이베타,ETF,309
248270,TIGER S&P글로벌헬스케어(합성),ETF,308
0137W0,KIWOOM 미국S&P500&GOLD,ETF,307
0093D0,KoAct 팔란티어밸류체인액티브,ETF,307
271060,KODEX 3대농산물선물(H),ETF,306
0164G0,RISE 차이나AI반도체TOP4Plus,ETF,306
223190,KODEX 200가치저변동,ETF,304
488200,KIWOOM K-2차전지북미공급망,ETF,303
469050,RISE 미국반도체NYSE(H),ETF,302
388280,RISE K엔터&여행레저,ETF,302
139270,TIGER 200 금융,ETF,301
256440,ACE MSCI인도네시아(합성),ETF,300
0097L0,KIWOOM 한국고배당&미국AI테크,ETF,296
227540,TIGER 200 헬스케어,ETF,295
437350,RISE 미국단기투자등급회사채액티브,ETF,295
277540,ACE 아시아TOP50,ETF,295
0089B0,PLUS 미국나스닥100미국채혼합50,ETF,294
289480,TIGER 200커버드콜,ETF,293
0047R0,RISE 팔란티어고정테크100,ETF,293
476260,HANARO 반도체핵심공정주도주,ETF,291
204450,KODEX 차이나H레버리지(H),ETF,290
0105D0,SOL 한국AI소프트웨어,ETF,290
477730,KODEX 인도타타그룹,ETF,288
117460,KODEX 에너지화학,ETF,286
465660,TIGER 일본반도체FACTSET,ETF,285
138230,KIWOOM 미국달러선물,ETF,284
269420,KODEX S&P글로벌인프라(합성),ETF,283
0144M0,KODEX 미국드론UAM TOP10,ETF,276
292160,TIGER KRX300,ETF,275
292500,SOL KRX300,ETF,275
159800,마이티 코스피100,ETF,274
411540,SOL 200 Top10,ETF,273
497780,KoAct 미국천연가스인프라액티브,ETF,273
364690,KODEX 혁신기술테마액티브,ETF,271
461600,SOL 미국30년국채액티브(H),ETF,270
252650,KODEX 200동일가중,ETF,267
300950,KODEX 게임산업,ETF,267
438320,TIGER 차이나항셍테크레버리지(합성 H),ETF,267
0051A0,KoAct 브로드컴밸류체인액티브,ETF,266
483570,KCGI 미국S&P500 TOP10,ETF,266
167860,KIWOOM 국고채10년레버리지,ETF,265
0104P0,TIGER 코리아배당다우존스위클리커버드콜,ETF,264
368190,HANARO Fn K-뉴딜디지털플러스,ETF,264
292770,KODEX 국채선물3년인버스,ETF,263
440340,TIGER 글로벌멀티에셋TIF액티브,ETF,263
0193G0,KoAct 코스피액티브,ETF,262
117680,KODEX 철강,ETF,261
363510,SOL KIS단기통안채,ETF,258
0115C0,RISE 미국고배당다우존스TOP10,ETF,255
0186L0,KoAct 미국로봇피지컬AI액티브,ETF,255
0186S0,1Q 코스닥150채권혼합50액티브,ETF,255
229720,KODEX KTOP30,ETF,252
280930,KODEX 미국러셀2000(H),ETF,252
461450,KODEX 코스닥글로벌,ETF,251
289250,TIGER MSCI KOREA ESG유니버설,ETF,251
481340,RISE 미국30년국채액티브,ETF,251
0184E0,1Q 200채권혼합50액티브,ETF,250
404260,KODEX 기후변화솔루션,ETF,250
433220,에셋플러스 글로벌대장장이액티브,ETF,249
304770,HANARO 코스닥150,ETF,249
108590,TREX 200,ETF,247
364990,TIGER 게임TOP10,ETF,247
376410,TIGER 탄소효율그린뉴딜,ETF,246
391670,HK 베스트일레븐액티브,ETF,245
0153X0,PLUS 미국고배당주액티브,ETF,245
152380,KODEX 국채선물10년,ETF,244
385600,ACE 2차전지&친환경차액티브,ETF,244
479850,HANARO K-뷰티,ETF,244
375760,HANARO 탄소효율그린뉴딜,ETF,244
0103T0,1Q K소버린AI,ETF,242
367740,HANARO Fn5G산업,ETF,242
463300,RISE 중국본토CSI300,ETF,239
337120,KODEX 멀티팩터,ETF,237
471460,KIWOOM 국고채30년액티브,ETF,236
419650,PLUS 글로벌수소&차세대연료전지,ETF,236
0049K0,ACE 미국배당퀄리티채권혼합50,ETF,236
0047P0,RISE 테슬라고정테크100,ETF,236
451600,PLUS 국고채30년액티브,ETF,235
300640,RISE 게임테마,ETF,235
464920,PLUS 일본반도체소부장,ETF,233
0193K0,PLUS 삼성전자단일종목레버리지,ETF,233
225130,ACE 골드선물 레버리지(합성 H),ETF,232
445910,TIGER MKF배당귀족,ETF,232
169950,KODEX 차이나A50,ETF,231
0026E0,KODEX 미국S&P500버퍼3월액티브,ETF,229
195970,PLUS 선진국MSCI(합성 H),ETF,228
417630,TIGER KEDI혁신기업ESG30,ETF,227
0104G0,PLUS K방산레버리지,ETF,226
289040,KODEX MSCI KOREA ESG유니버설,ETF,225
292050,RISE KRX300,ETF,224
0198D0,1Q SK하이닉스선물단일종목레버리지,ETF,223
226980,KODEX 200 중소형,ETF,222
185680,KODEX 미국S&P바이오(합성),ETF,221
489000,PLUS 일본엔화초단기국채(합성),ETF,221
457690,KODEX 33-06 국고채액티브,ETF,218
239660,PLUS 우량회사채50,ETF,217
102960,KODEX 기계장비,ETF,217
449580,RISE 테슬라애플아마존채권혼합,ETF,215
445690,BNK 주주가치액티브,ETF,215
284980,RISE 200금융,ETF,214
304760,HANARO KRX300,ETF,213
371450,TIGER 글로벌클라우드컴퓨팅INDXX,ETF,213
236350,TIGER 인도니프티50레버리지(합성),ETF,213
253290,RISE 헬스케어채권혼합,ETF,211
0018Z0,RISE 미국양자컴퓨팅,ETF,210
228820,TIGER KTOP30,ETF,210
468370,KODEX iShares미국인플레이션국채액티브,ETF,208
461910,PLUS 미국테크TOP10레버리지(합성),ETF,207
487950,KODEX 대만테크고배당다우존스,ETF,205
0203S0,WON 삼성전자현대차채권혼합50,ETF,203
387280,TIGER 퓨처모빌리티액티브,ETF,202
0198B0,1Q 삼성전자선물단일종목레버리지,ETF,201
227830,PLUS 코스피,ETF,201
183710,RISE 주식혼합,ETF,201
461900,PLUS 미국테크TOP10,ETF,200
483330,ACE 마이크로소프트밸류체인액티브,ETF,199
091220,TIGER 은행,ETF,198
0088N0,WON K-글로벌수급상위,ETF,197
404120,TIME K신재생에너지액티브,ETF,196
337150,KODEX 200exTOP,ETF,195
416090,ACE 중국과창판STAR50,ETF,194
442550,RISE TDF2030액티브 적격,ETF,192
477490,에셋플러스 글로벌일등기업포커스10액티브,ETF,191
0192S0,SOL 코스피200채권혼합50,ETF,190
332620,PLUS 미국장기우량회사채,ETF,189
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,ETF,186
289260,TIGER MSCI KOREA ESG리더스,ETF,185
213630,PLUS 미국다우존스고배당주(합성 H),ETF,184
460660,RISE 미국S&P배당킹,ETF,183
494420,PLUS 미국배당증가성장주데일리커버드콜,ETF,182
453630,KODEX 미국S&P500필수소비재,ETF,181
396510,TIGER 차이나클린에너지SOLACTIVE,ETF,179
0028X0,KODEX 미국금융테크액티브,ETF,179
219390,RISE 미국S&P원유생산기업(합성 H),ETF,178
474920,에셋플러스 차이나일등기업포커스10액티브,ETF,176
413930,WON AI ESG액티브,ETF,174
453820,KODEX 인도Nifty50레버리지(합성),ETF,174
291130,ACE MSCI멕시코(합성),ETF,173
0086C0,TIGER 리츠부동산인프라10채권혼합액티브,ETF,172
0127R0,RISE 미국AI클라우드인프라,ETF,171
491510,파워 K-주주가치액티브,ETF,171
469160,ACE 일본반도체,ETF,170
447660,PLUS 애플채권혼합,ETF,170
104520,KIWOOM 블루칩,ETF,170
0013P0,RISE 미국은행TOP10,ETF,169
131890,ACE 삼성그룹동일가중,ETF,169
417450,RISE 글로벌수소경제,ETF,169
225060,TIGER 이머징마켓MSCI레버리지(합성 H),ETF,169
410870,TIME K컬처액티브,ETF,169
453010,PLUS KOFR금리,ETF,168
140580,RISE 우량업종대표주,ETF,167
432840,HANARO 미국S&P500,ETF,167
419420,KODEX 미국클린에너지나스닥,ETF,167
195920,TIGER 일본TOPIX(합성 H),ETF,166
250730,RISE 차이나HSCEI(H),ETF,166
276000,TIGER 글로벌자원생산기업(합성 H),ETF,166
0021D0,ACE TDF2030액티브 적격,ETF,165
244620,KODEX 모멘텀Plus,ETF,164
404650,SOL KRX기후변화솔루션,ETF,164
0084E0,KIWOOM 미국대형주500월간목표헤지액티브,ETF,163
130680,TIGER 원유선물Enhanced(H),ETF,163
280320,ACE 미국IT인터넷(합성 H),ETF,162
0153P0,ACE 리츠부동산인프라액티브,ETF,162
0000H0,KODEX 인도Nifty미드캡100,ETF,162
488290,MIDAS 일본테크액티브,ETF,162
252000,TIGER 200동일가중,ETF,161
0203R0,WON 중단기종합채권(A-이상)액티브,ETF,160
472720,TRUSTON 주주가치액티브,ETF,159
360150,KODEX 코스닥150롱코스피200숏선물,ETF,159
400570,KODEX 유럽탄소배출권선물ICE(H),ETF,158
265690,ACE 러시아MSCI(합성),ETF,158
373490,KODEX 코리아혁신성장액티브,ETF,155
0008E0,ACE 미국중심중소형제조업,ETF,154
234310,RISE V&S셀렉트밸류,ETF,153
266390,KODEX 경기소비재,ETF,151
280920,PLUS 주도업종,ETF,151
0015F0,KIWOOM 팔란티어미국30년국채혼합액티브(H),ETF,151
464610,SOL 의료기기소부장Fn,ETF,150
0090B0,PLUS K방산소부장,ETF,150
114460,ACE 국고채3년,ETF,150
0194N0,KIWOOM 삼성전자선물단일종목레버리지,ETF,148
371150,RISE 차이나항셍테크,ETF,146
0127V0,KIWOOM 미국S&P500 TOP10&배당다우비중전환,ETF,146
496130,TRUSTON 코리아밸류업액티브,ETF,146
395760,PLUS ESG성장주액티브,ETF,146
0067Y0,TIGER 차이나AI소프트웨어,ETF,145
0113G0,KoAct 미국바이오헬스케어액티브,ETF,145
435040,ACE 글로벌브랜드TOP10,ETF,144
269530,PLUS S&P글로벌인프라,ETF,144
482030,KoAct 반도체&2차전지핵심소재액티브,ETF,142
453660,KODEX 미국S&P500경기소비재,ETF,141
279540,KODEX 최소변동성,ETF,140
0127T0,KIWOOM 미국S&P500&배당다우존스비중전환,ETF,140
484890,SOL 머니마켓액티브,ETF,139
489860,KIWOOM 글로벌전력GRID인프라,ETF,138
300610,TIGER K게임,ETF,138
0176P0,FOCUS AI반도체위클리고정커버드콜,ETF,138
354240,RISE 미국고정배당우선증권,ETF,136
0021C0,ACE TDF장기자산배분액티브,ETF,135
261110,TIGER 미국달러선물레버리지,ETF,135
438900,HANARO Fn K-푸드,ETF,135
269370,TIGER S&P글로벌인프라(합성),ETF,134
448490,HANARO 32-10 국고채액티브,ETF,134
332610,PLUS 미국단기회사채(AAA~A),ETF,133
0004G0,1Q 미국배당TOP30,ETF,133
428560,KODEX 미국ETF산업Top10 Indxx,ETF,132
465670,TIGER 미국캐시카우100,ETF,132
446700,RISE 배터리 리사이클링,ETF,131
371870,ACE 차이나항셍테크,ETF,130
463640,KODEX 미국S&P500유틸리티,ETF,130
266410,KODEX 필수소비재,ETF,129
385710,TIME K이노베이션액티브,ETF,129
407820,에셋플러스 코리아플랫폼액티브,ETF,127
137610,TIGER 농산물선물Enhanced(H),ETF,127
409810,KODEX 미국나스닥100선물인버스(H),ETF,127
0094L0,RISE 차이나테크TOP10위클리타겟커버드콜,ETF,126
0093B0,RISE 엔비디아고정테크100,ETF,126
272570,RISE 중장기국공채액티브,ETF,126
0087F0,ACE 차이나AI빅테크TOP2+액티브,ETF,126
301400,PLUS 코스닥150,ETF,126
379790,RISE 유로스탁스50(H),ETF,125
498050,HANARO 바이오코리아액티브,ETF,124
457700,KODEX 53-09 국고채액티브,ETF,124
0191S0,IBK 코스닥150,ETF,123
0184N0,PLUS 은채권혼합,ETF,123
140710,KODEX 운송,ETF,122
453060,HANARO KOFR금리액티브(합성),ETF,122
461580,TIGER 코스닥글로벌,ETF,120
494180,TIME 글로벌소비트렌드액티브,ETF,119
399580,RISE 글로벌클린에너지,ETF,119
0172Y0,ACE K수출핵심TOP10산업액티브,ETF,119
251590,PLUS 고배당저변동50,ETF,119
451150,에셋플러스 글로벌영에이지액티브,ETF,118
0133E0,TIGER 차이나증권,ETF,118
0094X0,1Q 샤오미밸류체인액티브,ETF,118
463690,KODEX 미국S&P500커뮤니케이션,ETF,117
435550,KIWOOM TDF2050액티브 적격,ETF,115
487910,ACE 인도컨슈머파워액티브,ETF,115
0138D0,RISE 동학개미,ETF,115
449680,TIGER 한중전기차(합성),ETF,115
166400,TIGER 200커버드콜OTM,ETF,115
0206G0,1Q 현대차기아채권혼합50,ETF,114
290080,RISE 200고배당커버드콜ATM,ETF,113
354350,HANARO 글로벌럭셔리S&P(합성),ETF,113
456250,KODEX 유럽명품TOP10 STOXX,ETF,113
140570,RISE 수출주,ETF,113
485810,TIME 글로벌바이오액티브,ETF,113
430500,KIWOOM 물가채KIS,ETF,113
460270,KIWOOM 미국달러SOFR금리액티브(합성),ETF,111
225800,KIWOOM 미국달러선물레버리지,ETF,111
433250,UNICORN R&D 액티브,ETF,110
0001P0,마이티 바이오시밀러&CDMO액티브,ETF,109
105010,TIGER 라틴35,ETF,109
404540,TIGER KRX기후변화솔루션,ETF,109
0002C0,에셋플러스 인도일등기업포커스20액티브,ETF,109
375270,RISE 글로벌데이터센터리츠(합성),ETF,108
174350,TIGER 로우볼,ETF,108
310080,RISE 중국MSCI China(H),ETF,107
0120J0,BNK 카카오그룹포커스,ETF,107
0174R0,KIWOOM 미국성장다우존스,ETF,106
117690,TIGER 차이나항셍30,ETF,106
429010,TIGER 미국나스닥넥스트100,ETF,105
381570,HANARO Fn친환경에너지,ETF,105
0047N0,PLUS 차이나AI테크TOP10,ETF,104
181480,ACE 미국부동산리츠(합성 H),ETF,103
0084D0,KIWOOM 미국테크100월간목표헤지액티브,ETF,102
429980,SOL 한국형글로벌전기차&2차전지액티브,ETF,102
0166T0,PLUS 글로벌저작권핵심기업액티브,ETF,101
237440,TIGER 경기방어채권혼합,ETF,101
395150,KODEX 웹툰&드라마,ETF,99
0189Z0,DAISHIN343 금융&지주고배당,ETF,99
0203D0,PLUS 200위클리커버드콜채권혼합,ETF,97
281990,RISE 중소형고배당,ETF,97
230480,KIWOOM 미국달러선물인버스2X,ETF,96
0005C0,RISE 미국S&P500엔화노출(합성 H),ETF,95
457930,BNK 미래전략기술액티브,ETF,95
390400,KODEX 미국스마트모빌리티S&P,ETF,94
487920,ACE 인도시장대표BIG5그룹액티브,ETF,94
494210,SOL 미국500타겟데일리커버드콜액티브,ETF,94
466810,BNK 2차전지양극재,ETF,94
395750,PLUS ESG가치주액티브,ETF,94
250780,TIGER 코스닥150선물인버스,ETF,93
435540,KIWOOM TDF2040액티브 적격,ETF,93
497510,ACE 글로벌빅파마,ETF,93
256450,PLUS 심천차이넥스트(합성),ETF,92
499150,SOL 미국S&P500엔화노출(H),ETF,91
402460,HANARO Fn K-메타버스MZ,ETF,91
395280,HANARO Fn K-게임,ETF,91
270800,RISE KQ고배당,ETF,90
0036Z0,RISE 미국천연가스밸류체인,ETF,89
480460,WON 한국부동산TOP3플러스,ETF,89
341850,TIGER 리츠부동산인프라채권,ETF,88
450180,KODEX 한중전기차(합성),ETF,87
139290,TIGER 200 경기소비재,ETF,87
438740,MIDAS 중소형액티브,ETF,86
253280,RISE 헬스케어,ETF,86
0082F0,HANARO 유럽방산,ETF,86
407310,HANARO 200 TOP10,ETF,85
215620,HK S&P코리아로우볼,ETF,84
497520,ACE 일라이릴리밸류체인,ETF,84
0102X0,ACE 유럽방산TOP10,ETF,83
435530,KIWOOM TDF2030액티브 적격,ETF,83
182490,TIGER 단기선진하이일드(합성 H),ETF,83
462340,에셋플러스 글로벌다이나믹시니어액티브,ETF,82
285690,FOCUS ESG리더스,ETF,81
437370,RISE 글로벌농업경제,ETF,81
0184V0,UNICORN K바이오액티브,ETF,77
217780,TIGER 차이나CSI300인버스(합성),ETF,76
219900,ACE 중국본토CSI300레버리지(합성),ETF,76
326230,RISE 내수주플러스,ETF,76
227570,TIGER 우량가치,ETF,76
189400,PLUS 글로벌MSCI(합성 H),ETF,75
488480,RISE 일본섹터TOP4Plus,ETF,75
429740,PLUS K리츠,ETF,73
368680,KODEX K-뉴딜디지털플러스,ETF,72
400590,SOL 글로벌탄소배출권선물ICE(합성),ETF,72
316300,ACE 싱가포르리츠,ETF,72
456200,PLUS 미국달러SOFR금리액티브(합성),ETF,72
304670,KODEX 미국30년국채울트라선물인버스(H),ETF,72
0191B0,MIDAS 코스닥액티브,ETF,72
0078V0,PLUS 미국로보택시,ETF,71
413220,SOL 차이나태양광CSI(합성),ETF,71
244670,KODEX 밸류Plus,ETF,70
139660,KIWOOM 미국달러선물인버스,ETF,69
139240,TIGER 200 철강소재,ETF,68
451670,RISE 국채30년레버리지(합성),ETF,66
0053M0,더제이 중소형포커스액티브,ETF,66
0132D0,KoAct 글로벌K컬처밸류체인액티브,ETF,65
0131A0,SOL 차이나소비트렌드,ETF,64
0154H0,KoAct 차이나바이오헬스케어액티브,ETF,64
483020,KIWOOM 의료AI,ETF,64
243890,TIGER 200에너지화학레버리지,ETF,62
291890,KODEX MSCI EM선물(H),ETF,61
289670,PLUS 국채선물10년,ETF,60
0114X0,RISE 글로벌게임테크TOP3Plus,ETF,59
401590,HANARO 글로벌탄소배출권선물ICE(합성),ETF,59
314700,HANARO 농업융복합산업,ETF,59
291630,KIWOOM 코스닥150선물레버리지,ETF,57
476310,RISE 글로벌비만산업TOP2+,ETF,57
391600,ACE 미국친환경그린테마,ETF,57
0073X0,FOCUS 알리바바미국채커버드콜혼합,ETF,57
0128D0,PLUS 차이나항셍테크위클리타겟커버드콜,ETF,56
474390,SOL 국고채30년액티브,ETF,56
138920,KODEX 콩선물(H),ETF,56
0050E0,PLUS 미국AI에이전트,ETF,56
315270,TIGER 200커뮤니케이션서비스,ETF,56
220130,SOL 차이나강소기업CSI500(합성 H),ETF,55
432600,RISE 국채선물3년,ETF,55
267450,RISE 미국장기국채선물인버스(H),ETF,55
469530,RISE 미국달러선물인버스,ETF,55
411860,KIWOOM 독일DAX,ETF,54
400580,SOL 유럽탄소배출권선물S&P(H),ETF,54
483030,KIWOOM 미국블록버스터바이오테크의약품+,ETF,54
261920,ACE MSCI필리핀(합성),ETF,54
0015E0,KIWOOM 엔비디아미국30년국채혼합액티브(H),ETF,53
321410,KODEX 멀티에셋하이인컴(H),ETF,53
